Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
525.0,1032.0,269.0,UA,EWR,DEN,3,1
2947.0,1260.0,153.0,DL,LGA,ATL,1,1
680.0,455.0,132.0,DL,ATL,EWR,2,1
680.0,525.0,55.0,WN,DAL,AUS,4,1
6623.0,1213.0,96.0,OO,SFO,MFR,3,1
7803.0,1095.0,56.0,OO,TWF,SLC,5,1
6519.0,1154.0,76.0,OO,SJC,LAX,1,1
793.0,1340.0,102.0,FL,ATL,STL,3,1
5199.0,1372.0,43.0,EV,ATL,CHA,2,1
537.0,1145.0,80.0,WN,ONT,SMF,3,1
2059.0,820.0,134.0,XE,EWR,IND,7,1
320.0,870.0,175.0,CO,IAH,PHX,7,1
1509.0,515.0,100.0,US,TPA,CLT,4,1
1008.0,570.0,265.0,WN,STL,SEA,1,1
1747.0,695.0,145.0,WN,HOU,MDW,4,1
618.0,1315.0,145.0,WN,DEN,SAN,4,1
1619.0,950.0,305.0,DL,DTW,LAX,4,1
975.0,875.0,50.0,US,CLT,RDU,7,1
6915.0,973.0,56.0,OO,MLI,ORD,4,1
6859.0,1052.0,149.0,OO,PDX,DEN,4,1
222.0,325.0,70.0,CO,MSY,IAH,5,1
1875.0,560.0,85.0,WN,SNA,OAK,6,1
165.0,1085.0,180.0,WN,FLL,HOU,1,1
55.0,578.0,45.0,AS,SCC,BRW,5,1
64.0,1082.0,113.0,AS,KTN,SEA,5,1
6387.0,1352.0,79.0,OO,SFO,PSP,2,1
1510.0,1345.0,259.0,CO,SAN,CLE,5,1
2794.0,635.0,255.0,WN,HOU,OAK,2,1
496.0,380.0,145.0,WN,PDX,DEN,1,1
938.0,1055.0,65.0,WN,LAS,LAX,3,1
1587.0,775.0,185.0,WN,MCO,MCI,7,1
868.0,1315.0,165.0,WN,MDW,DEN,3,1
2444.0,999.0,117.0,XE,CHS,EWR,6,1
5.0,840.0,155.0,WN,MCO,PVD,7,1
7382.0,1225.0,98.0,EV,CVG,ATL,4,1
2264.0,1180.0,105.0,WN,LAX,SLC,3,1
2925.0,857.0,198.0,DL,BOS,MSP,7,1
5044.0,505.0,103.0,EV,ATL,CAK,4,1
934.0,1035.0,360.0,WN,BWI,SAN,5,1
5190.0,970.0,64.0,EV,ATL,TLH,2,1
7357.0,1030.0,70.0,EV,STL,MEM,4,1
5156.0,850.0,85.0,EV,JAN,ATL,3,1
2181.0,930.0,60.0,WN,BWI,ISP,5,1
2788.0,435.0,71.0,DL,MSP,MKE,3,1
2308.0,920.0,68.0,XE,IAH,BRO,3,1
1216.0,1030.0,275.0,DL,SLC,BOS,1,1
1173.0,805.0,70.0,WN,LAS,PHX,4,1
1063.0,515.0,270.0,AA,ORD,LAX,3,1
4047.0,990.0,91.0,9E,VPS,MEM,1,1
145.0,450.0,130.0,FL,DTW,ATL,5,1
1268.0,1140.0,65.0,WN,LAS,SAN,3,1
912.0,375.0,85.0,WN,OAK,SNA,1,1
1448.0,640.0,105.0,AA,ORD,DCA,6,1
56.0,559.0,76.0,B6,JFK,BTV,4,1
259.0,595.0,75.0,US,SAN,PHX,2,1
1097.0,1010.0,80.0,WN,ABQ,PHX,3,1
1822.0,700.0,128.0,US,CLT,BOS,7,1
2939.0,360.0,115.0,DL,DCA,ATL,5,1
3914.0,1045.0,54.0,9E,DTW,MBS,1,1
2209.0,1180.0,190.0,DL,DTW,DFW,1,1
1198.0,550.0,240.0,WN,BNA,PHX,2,1
2372.0,985.0,98.0,DL,TPA,ATL,7,1
4597.0,904.0,63.0,OO,GJT,SLC,5,1
541.0,405.0,178.0,US,DFW,LAS,4,1
4305.0,1010.0,85.0,9E,CHS,ATL,1,1
65.0,780.0,110.0,AS,JNU,ANC,6,1
1439.0,551.0,151.0,CO,ATL,IAH,1,1
6440.0,1240.0,89.0,OH,CVG,MSN,4,1
549.0,810.0,329.0,CO,SFO,EWR,2,1
6944.0,825.0,41.0,OO,LAX,CLD,3,1
764.0,1065.0,155.0,WN,MCO,BDL,2,1
5910.0,1170.0,108.0,XE,ORD,BHM,5,1
675.0,990.0,379.0,B6,JFK,LAX,7,1
51.0,1140.0,65.0,WN,DAL,HOU,2,1
158.0,975.0,230.0,WN,AUS,SJC,3,1
314.0,1240.0,85.0,AS,SFO,PSP,4,1
1687.0,1075.0,152.0,CO,MCO,IAH,7,1
3245.0,535.0,125.0,MQ,DFW,LEX,4,1
1659.0,1007.0,102.0,DL,STL,ATL,4,1
2485.0,910.0,90.0,DL,DAB,ATL,3,1
826.0,1195.0,100.0,WN,SLC,PHX,2,1
1886.0,640.0,139.0,DL,ATL,LGA,7,1
7028.0,510.0,45.0,OO,SAN,LAX,1,1
3305.0,1170.0,75.0,MQ,DFW,LFT,1,1
5053.0,1245.0,65.0,EV,ATL,VLD,4,1
2303.0,420.0,155.0,AA,ORD,DFW,1,1
40.0,430.0,320.0,CO,LAX,EWR,5,1
3834.0,805.0,73.0,9E,MSP,MSN,4,1
3016.0,1205.0,103.0,XE,IAH,VPS,2,1
4003.0,815.0,101.0,9E,MEM,OKC,5,1
547.0,1049.0,173.0,B6,EWR,PBI,1,1
3089.0,847.0,90.0,XE,CLT,CLE,3,1
184.0,755.0,135.0,WN,CMH,MCO,7,1
49.0,1110.0,60.0,WN,DAL,HOU,2,1
706.0,752.0,241.0,B6,SJU,JFK,6,1
3946.0,375.0,118.0,9E,MSN,MEM,3,1
1307.0,985.0,85.0,WN,MDW,BNA,4,1
360.0,995.0,100.0,WN,LAS,ELP,3,1
1515.0,1275.0,70.0,US,PHX,LAS,2,1
1173.0,360.0,159.0,DL,ROC,ATL,4,1
1847.0,585.0,105.0,WN,BNA,TPA,2,1
1975.0,675.0,130.0,AA,RDU,ORD,2,1
6834.0,539.0,48.0,OO,ORD,GRR,7,1
1142.0,715.0,80.0,WN,BWI,BOS,4,1
2807.0,732.0,135.0,DL,MCO,MEM,6,1
858.0,1074.0,101.0,FL,MCO,ATL,7,1
7103.0,360.0,109.0,EV,BUF,ORD,2,1
1952.0,690.0,135.0,WN,LAX,DEN,4,1
761.0,858.0,222.0,CO,SAT,EWR,3,1
7123.0,676.0,71.0,EV,ORD,CMH,2,1
5586.0,726.0,74.0,EV,ATL,VPS,1,1
4559.0,680.0,67.0,OO,SLC,IDA,6,1
2806.0,1045.0,175.0,WN,PHX,STL,6,1
1180.0,860.0,70.0,WN,OAK,ONT,7,1
1305.0,440.0,170.0,WN,BOS,MDW,5,1
6655.0,1003.0,68.0,OO,EAU,ORD,1,1
669.0,750.0,175.0,AA,CLT,DFW,7,1
2711.0,475.0,160.0,DL,ATL,DFW,2,1
1122.0,785.0,270.0,WN,LAS,BWI,4,1
2345.0,555.0,269.0,DL,CVG,LAS,2,1
209.0,1290.0,276.0,CO,IAH,PDX,5,1
2246.0,1050.0,170.0,AA,LAX,AUS,3,1
953.0,820.0,110.0,US,PHL,CLT,7,1
5582.0,685.0,90.0,EV,CRW,ATL,1,1
3068.0,945.0,45.0,MQ,SAN,LAX,5,1
1.0,485.0,187.0,B6,JFK,FLL,4,1
3334.0,1250.0,75.0,WN,SJC,SNA,1,1
3160.0,1035.0,210.0,WN,STL,PHX,4,1
115.0,1248.0,211.0,B6,JFK,MSY,1,1
337.0,680.0,155.0,WN,PDX,ABQ,5,1
379.0,499.0,145.0,UA,IAD,MCO,3,1
29.0,685.0,105.0,WN,STL,DAL,1,1
1010.0,1070.0,202.0,CO,IAH,EWR,6,1
5893.0,1075.0,144.0,XE,AVP,ORD,1,1
2878.0,685.0,51.0,YV,TUS,PHX,2,1
1122.0,645.0,165.0,WN,LAS,SEA,1,1
2237.0,1040.0,376.0,DL,SEA,HNL,7,1
1325.0,895.0,110.0,WN,MDW,BWI,2,1
2891.0,665.0,116.0,DL,SLC,SNA,7,1
4842.0,910.0,110.0,OO,SLC,SAN,2,1
1831.0,365.0,163.0,CO,PBI,IAH,2,1
3101.0,845.0,65.0,WN,LAX,SJC,4,1
1437.0,995.0,99.0,DL,BWI,DTW,3,1
223.0,40.0,200.0,CO,ANC,SEA,6,1
2953.0,1215.0,120.0,DL,SLC,OAK,5,1
2038.0,650.0,185.0,AA,MIA,DTW,3,1
4307.0,635.0,76.0,9E,DTW,CVG,7,1
1238.0,520.0,127.0,DL,SLC,PDX,2,1
2967.0,845.0,80.0,MQ,DFW,BTR,4,1
2341.0,885.0,200.0,XE,PIT,IAH,5,1
4157.0,1120.0,105.0,MQ,BNA,ORD,1,1
4165.0,750.0,112.0,9E,ABE,DTW,2,1
62.0,865.0,210.0,CO,IAH,EWR,5,1
1979.0,574.0,120.0,DL,ATL,GRR,4,1
3794.0,825.0,83.0,9E,MSP,GRR,6,1
3.0,715.0,375.0,AA,JFK,LAX,7,1
1200.0,600.0,164.0,DL,ATL,BOS,6,1
481.0,1180.0,145.0,WN,PHX,HOU,4,1
665.0,530.0,275.0,WN,MDW,LAX,3,1
868.0,1315.0,165.0,WN,MDW,DEN,2,1
2396.0,1066.0,124.0,XE,EWR,DTW,7,1
3729.0,1160.0,104.0,9E,DTW,GSP,3,1
845.0,790.0,65.0,WN,LAS,SAN,1,1
138.0,375.0,115.0,WN,LAS,DEN,7,1
4175.0,1200.0,80.0,MQ,ORD,DSM,6,1
1859.0,920.0,215.0,CO,DCA,IAH,1,1
387.0,865.0,255.0,WN,BWI,DEN,5,1
892.0,1065.0,242.0,US,SJU,PHL,1,1
1670.0,975.0,110.0,US,CLT,PVD,4,1
3927.0,560.0,205.0,WN,PHX,MDW,6,1
4338.0,940.0,80.0,MQ,ORD,DTW,4,1
3646.0,1150.0,80.0,MQ,JAX,MIA,6,1
3230.0,700.0,105.0,WN,SAN,ELP,5,1
1840.0,1155.0,60.0,WN,FLL,TPA,4,1
652.0,930.0,127.0,FL,SAT,ATL,2,1
4122.0,985.0,120.0,MQ,TRI,ORD,1,1
587.0,1260.0,167.0,US,PHX,GEG,7,1
6329.0,817.0,67.0,OO,LAX,FAT,6,1
5939.0,1075.0,169.0,XE,PVD,ORD,6,1
1471.0,480.0,85.0,WN,ELP,AUS,5,1
6290.0,579.0,68.0,OO,MRY,LAX,5,1
2462.0,810.0,330.0,DL,LAX,JFK,3,1
5307.0,831.0,136.0,EV,ATL,HOU,3,1
1673.0,886.0,114.0,DL,ATL,MIA,5,1
630.0,1195.0,120.0,WN,PHX,SJC,1,1
4249.0,810.0,110.0,9E,RIC,CVG,1,1
2744.0,715.0,226.0,DL,SAN,MSP,3,1
397.0,1045.0,210.0,CO,IAH,LAS,1,1
1074.0,839.0,159.0,DL,SLC,MSP,5,1
1058.0,625.0,79.0,B6,PIT,JFK,7,1
5085.0,855.0,82.0,EV,ATL,EWN,7,1
61.0,830.0,245.0,CO,EWR,IAH,5,1
482.0,775.0,219.0,CO,IAH,BOS,6,1
1356.0,1130.0,65.0,WN,MDW,STL,3,1
3360.0,980.0,80.0,MQ,CRP,DFW,6,1
484.0,935.0,165.0,AA,DFW,MIA,2,1
551.0,690.0,148.0,US,PDX,PHX,5,1
2245.0,1030.0,210.0,WN,LAS,MDW,5,1
2304.0,767.0,73.0,XE,IAH,GPT,1,1
6440.0,1230.0,93.0,OH,CVG,MSN,1,1
3328.0,725.0,135.0,WN,AMA,LAS,3,1
3597.0,1185.0,160.0,WN,MDW,MCO,7,1
684.0,770.0,365.0,WN,PVD,PHX,4,1
1427.0,1215.0,65.0,WN,LAS,SAN,7,1
607.0,695.0,74.0,B6,PWM,JFK,3,1
1162.0,900.0,135.0,WN,JAX,PHL,3,1
281.0,680.0,263.0,US,DTW,PHX,1,1
2794.0,580.0,135.0,DL,ATL,PHL,5,1
102.0,1205.0,430.0,AA,HNL,DFW,5,1
1355.0,440.0,270.0,AA,BOS,DFW,3,1
2792.0,1020.0,70.0,WN,PHX,LAS,6,1
300.0,1225.0,133.0,AS,SEA,SFO,5,1
522.0,390.0,345.0,US,EWR,PHX,5,1
789.0,895.0,245.0,WN,MKE,LAS,6,1
829.0,910.0,90.0,F9,DEN,MCI,7,1
6482.0,616.0,38.0,OO,DEN,COS,7,1
2247.0,600.0,115.0,XE,IND,EWR,7,1
3977.0,625.0,60.0,9E,CLE,DTW,1,1
5210.0,713.0,71.0,EV,JAN,MEM,4,1
1904.0,410.0,175.0,WN,BOS,MDW,6,1
2111.0,890.0,145.0,DL,ATL,DFW,3,1
3762.0,370.0,105.0,WN,MSP,STL,5,1
4695.0,1020.0,90.0,OO,SLC,LAS,7,1
1065.0,1270.0,225.0,AA,DFW,SJC,3,1
1606.0,545.0,265.0,DL,LAX,DTW,3,1
2401.0,685.0,200.0,WN,OAK,MCI,5,1
2709.0,628.0,62.0,XE,DAL,IAH,6,1
852.0,750.0,170.0,WN,SEA,PHX,2,1
2549.0,985.0,70.0,WN,LAS,PHX,3,1
581.0,845.0,170.0,B6,HPN,PBI,1,1
117.0,825.0,370.0,AA,JFK,LAX,3,1
2589.0,1245.0,129.0,XE,CLE,MCI,4,1
1406.0,1379.0,261.0,DL,LAX,DTW,3,1
2049.0,925.0,70.0,WN,LAS,TUS,5,1
489.0,1285.0,143.0,FL,BWI,MCO,5,1
6403.0,1195.0,175.0,OH,JFK,STL,5,1
2443.0,1170.0,159.0,DL,EWR,ATL,2,1
3601.0,655.0,205.0,WN,ALB,TPA,4,1
783.0,1205.0,65.0,WN,PHX,ELP,1,1
1268.0,405.0,110.0,WN,BOS,BWI,1,1
1752.0,1310.0,109.0,DL,ATL,IAD,7,1
7035.0,936.0,68.0,OO,SFO,SBP,4,1
2640.0,875.0,123.0,YV,CLT,STL,6,1
3603.0,550.0,65.0,WN,SNA,PHX,4,1
992.0,960.0,160.0,WN,MDW,MCO,5,1
949.0,825.0,125.0,WN,SLC,OAK,5,1
691.0,1170.0,105.0,WN,TUL,DEN,5,1
378.0,1091.0,169.0,B6,FLL,LGA,2,1
4043.0,870.0,85.0,9E,MEM,ECP,7,1
983.0,1260.0,125.0,WN,ABQ,LAX,3,1
3959.0,635.0,110.0,MQ,LIT,ORD,2,1
4321.0,985.0,81.0,9E,GPT,MEM,4,1
5289.0,505.0,147.0,EV,ATL,OMA,5,1
2175.0,950.0,70.0,WN,LAX,OAK,7,1
885.0,520.0,80.0,WN,SMF,LAX,1,1
608.0,895.0,139.0,F9,DEN,IND,1,1
4557.0,820.0,59.0,OO,SLC,GJT,3,1
4292.0,890.0,110.0,9E,LWB,JFK,4,1
3284.0,1335.0,75.0,MQ,DFW,BTR,5,1
3787.0,1030.0,123.0,9E,SBN,ATL,7,1
732.0,820.0,200.0,AA,DFW,LGA,4,1
1276.0,1065.0,122.0,US,PHL,IND,2,1
2720.0,980.0,84.0,DL,ORD,DTW,2,1
753.0,805.0,125.0,WN,IAD,MDW,1,1
2396.0,1035.0,122.0,XE,EWR,DTW,6,1
1087.0,1105.0,131.0,DL,MKE,ATL,3,1
631.0,560.0,65.0,WN,BWI,BUF,6,1
2542.0,895.0,143.0,DL,ATL,EWR,2,1
291.0,630.0,215.0,WN,LAS,MDW,6,1
1989.0,565.0,118.0,US,CLT,RSW,1,1
530.0,985.0,65.0,WN,MDW,CMH,1,1
1631.0,570.0,105.0,US,CLT,TPA,1,1
2445.0,855.0,210.0,AA,DFW,LAX,1,1
1775.0,1170.0,214.0,DL,MEM,PHX,5,1
823.0,790.0,110.0,WN,SMF,SEA,7,1
139.0,570.0,413.0,AS,ORD,ANC,2,1
1603.0,1315.0,286.0,DL,ATL,LAS,7,1
984.0,475.0,90.0,WN,MDW,MCI,5,1
1442.0,520.0,179.0,DL,ATL,MSP,3,1
2449.0,410.0,85.0,WN,JAN,HOU,4,1
1681.0,530.0,280.0,WN,MDW,PDX,1,1
4608.0,760.0,168.0,OO,DFW,SLC,2,1
2010.0,930.0,115.0,AA,DEN,DFW,6,1
662.0,636.0,228.0,UA,SFO,MSP,1,1
1203.0,935.0,88.0,US,BWI,CLT,2,1
6310.0,1235.0,50.0,OO,LAX,PSP,3,1
363.0,1055.0,115.0,AS,SMF,SEA,6,1
2813.0,470.0,100.0,DL,GRR,MSP,3,1
2168.0,1075.0,250.0,WN,MCI,SEA,6,1
259.0,990.0,100.0,WN,BWI,DTW,1,1
4985.0,702.0,87.0,EV,MYR,ATL,3,1
144.0,715.0,32.0,HA,LIH,HNL,5,1
3592.0,540.0,90.0,WN,OAK,BOI,1,1
249.0,885.0,60.0,WN,DAL,LIT,4,1
4569.0,717.0,63.0,OO,CID,MSP,7,1
58.0,695.0,140.0,CO,DEN,IAH,5,1
1288.0,535.0,255.0,WN,MCO,DEN,3,1
1556.0,45.0,215.0,US,PHX,CLT,1,1
880.0,975.0,210.0,WN,DEN,MCO,6,1
4369.0,985.0,129.0,9E,ORF,DTW,1,1
658.0,1145.0,168.0,CO,IAH,DCA,1,1
2044.0,1165.0,97.0,DL,DTW,DCA,4,1
353.0,480.0,371.0,B6,JFK,BUR,1,1
1297.0,395.0,65.0,WN,SJC,BUR,1,1
6983.0,737.0,98.0,OO,ORD,MEM,3,1
704.0,740.0,195.0,WN,SLC,MDW,3,1
813.0,735.0,195.0,AA,AUS,LAX,2,1
3098.0,500.0,77.0,XE,BUF,EWR,5,1
2107.0,1020.0,118.0,XE,DTW,EWR,4,1
4.0,1330.0,325.0,HA,HNL,LAX,5,1
246.0,955.0,162.0,CO,IAH,ORD,5,1
459.0,450.0,157.0,UA,LGA,ORD,5,1
7026.0,798.0,58.0,OO,SPI,ORD,7,1
2085.0,540.0,165.0,DL,RSW,LGA,7,1
250.0,1145.0,149.0,CO,IAH,RDU,4,1
1244.0,1050.0,80.0,WN,BWI,MHT,4,1
6740.0,1217.0,50.0,OO,BFL,LAX,1,1
1784.0,954.0,155.0,B6,MCO,JFK,4,1
1185.0,1040.0,313.0,DL,EWR,SLC,4,1
177.0,1130.0,60.0,WN,LBB,DAL,6,1
1618.0,845.0,100.0,WN,DAL,STL,4,1
5975.0,360.0,144.0,XE,AVP,ORD,6,1
688.0,960.0,136.0,UA,ORD,LGA,5,1
121.0,1425.0,225.0,AS,SEA,ANC,7,1
7252.0,601.0,50.0,YV,ORD,ATW,3,1
2824.0,974.0,45.0,YV,PHX,TUS,4,1
1472.0,580.0,69.0,US,PHL,PVD,5,1
7803.0,1092.0,63.0,OO,TWF,SLC,1,1
4487.0,585.0,135.0,OO,SLC,SEA,1,1
1386.0,1170.0,95.0,AA,ORD,MSP,4,1
377.0,920.0,270.0,WN,SDF,LAS,7,1
119.0,998.0,171.0,CO,TPA,EWR,4,1
5217.0,632.0,58.0,EV,HSV,ATL,6,1
1334.0,880.0,245.0,AA,SJU,BOS,1,1
2347.0,1085.0,150.0,AA,ORD,DFW,4,1
1047.0,1095.0,250.0,WN,MDW,LAS,5,1
2745.0,865.0,260.0,WN,BNA,LAS,7,1
2006.0,1207.0,160.0,DL,SLC,MSP,4,1
4789.0,1120.0,45.0,OO,LAX,SAN,4,1
1170.0,800.0,170.0,DL,GEG,MSP,2,1
1118.0,885.0,135.0,WN,BNA,HOU,3,1
3958.0,780.0,100.0,MQ,ORD,ROC,4,1
2335.0,887.0,68.0,DL,ATL,JAX,2,1
5332.0,1079.0,78.0,EV,DTW,ELM,2,1
6530.0,677.0,70.0,OO,LAX,LAS,7,1
787.0,1020.0,375.0,CO,EWR,SNA,7,1
868.0,1315.0,165.0,WN,MDW,DEN,1,1
735.0,550.0,306.0,CO,CLE,LAX,4,1
1632.0,1092.0,227.0,DL,MSY,SLC,3,1
996.0,680.0,180.0,WN,LAS,HOU,5,1
1918.0,940.0,170.0,AA,TPA,ORD,1,1
916.0,470.0,296.0,UA,SEA,IAD,1,1
1665.0,540.0,183.0,DL,MSP,SLC,7,1
3975.0,660.0,105.0,MQ,ORD,XNA,3,1
1657.0,1240.0,113.0,DL,ATL,CLE,3,1
1053.0,915.0,107.0,B6,JFK,PIT,6,1
478.0,1040.0,205.0,F9,LAS,MKE,1,1
1006.0,670.0,117.0,CO,IAH,TPA,6,1
1267.0,1000.0,150.0,AA,MIA,SJU,6,1
222.0,1100.0,128.0,UA,ORD,BDL,1,1
6247.0,1369.0,70.0,OO,LAX,LAS,4,1
6279.0,907.0,85.0,OO,SFO,SNA,3,1
2.0,1035.0,484.0,UA,HNL,ORD,3,1
2939.0,1160.0,110.0,MQ,DFW,PIA,6,1
689.0,480.0,237.0,AS,AUS,SJC,3,1
2814.0,930.0,110.0,WN,MCO,ORF,4,1
195.0,515.0,225.0,CO,IAH,LAX,4,1
2107.0,1020.0,118.0,XE,DTW,EWR,2,1
21.0,1167.0,168.0,UA,DEN,OAK,3,1
1998.0,840.0,155.0,AA,DFW,FLL,3,1
491.0,560.0,140.0,FL,BWI,MCO,4,1
449.0,690.0,320.0,CO,SFO,EWR,2,1
2022.0,755.0,190.0,WN,LAX,HOU,7,1
1712.0,695.0,170.0,AA,ONT,DFW,3,1
759.0,1185.0,205.0,AA,DFW,LAX,5,1
128.0,80.0,206.0,AS,FAI,SEA,7,1
2952.0,420.0,159.0,DL,TPA,LGA,3,1
7.0,690.0,510.0,AA,DFW,OGG,1,1
4667.0,380.0,155.0,OO,OMA,SLC,7,1
1162.0,1065.0,140.0,WN,PHL,MDW,3,1
1620.0,695.0,174.0,CO,IAH,PHX,1,1
687.0,1105.0,80.0,WN,LAS,SJC,3,1
1079.0,839.0,170.0,FL,HPN,MCO,3,1
596.0,1325.0,128.0,FL,ATL,ROC,7,1
2881.0,900.0,132.0,XE,BNA,EWR,5,1
220.0,1295.0,60.0,WN,LAS,SAN,4,1
618.0,400.0,178.0,CO,EWR,TPA,4,1
116.0,1040.0,175.0,B6,FLL,JFK,1,1
425.0,1015.0,150.0,WN,MCO,PHL,2,1
3752.0,1070.0,80.0,MQ,ORD,CLE,5,1
1286.0,887.0,113.0,DL,RIC,ATL,1,1
2920.0,440.0,145.0,MQ,CMI,DFW,5,1
380.0,950.0,125.0,WN,MDW,JAN,1,1
920.0,730.0,135.0,WN,SNA,DEN,4,1
636.0,415.0,245.0,WN,MDW,PHX,7,1
6399.0,1139.0,66.0,OH,ATL,HSV,2,1
1766.0,1248.0,116.0,DL,ATL,FNT,6,1
691.0,1083.0,165.0,UA,LGA,ORD,4,1
231.0,1080.0,350.0,AA,MIA,LAX,2,1
686.0,940.0,84.0,B6,DCA,BOS,1,1
806.0,540.0,45.0,WN,HOU,AUS,4,1
6529.0,825.0,47.0,OO,ORD,MSN,3,1
1654.0,980.0,200.0,AA,DFW,SNA,3,1
1329.0,1175.0,90.0,WN,SAN,OAK,1,1
542.0,1225.0,65.0,WN,LAS,PHX,3,1
4950.0,608.0,82.0,EV,GNV,ATL,4,1
525.0,500.0,70.0,WN,MDW,CLE,2,1
6.0,1184.0,161.0,FL,MCO,SJU,1,1
1671.0,985.0,145.0,WN,ALB,MDW,3,1
844.0,735.0,130.0,WN,BNA,HOU,7,1
1491.0,1109.0,126.0,US,EWR,CLT,2,1
625.0,705.0,140.0,AS,LAS,PDX,3,1
2779.0,840.0,130.0,MQ,DFW,GSP,2,1
1241.0,415.0,205.0,AA,PIT,DFW,6,1
360.0,895.0,270.0,CO,EWR,SAT,2,1
2033.0,970.0,100.0,DL,ATL,MSY,5,1
6728.0,1175.0,143.0,OO,DEN,MKE,2,1
945.0,1150.0,75.0,WN,TUS,SAN,4,1
4335.0,510.0,55.0,MQ,ORD,GRR,7,1
756.0,345.0,160.0,UA,SFO,DEN,2,1
2229.0,780.0,125.0,WN,MDW,MHT,6,1
697.0,885.0,207.0,CO,IAH,LAS,2,1
6984.0,912.0,43.0,OO,CLD,LAX,4,1
627.0,825.0,164.0,AS,LAS,BLI,7,1
1687.0,550.0,239.0,DL,MSP,SAN,5,1
670.0,1155.0,266.0,CO,IAH,SFO,3,1
1775.0,675.0,195.0,AA,DFW,SNA,6,1
1297.0,345.0,160.0,AA,DFW,MIA,5,1
359.0,1110.0,380.0,B6,JFK,BUR,3,1
5185.0,690.0,70.0,EV,SAV,ATL,1,1
514.0,940.0,202.0,UA,PHX,ORD,3,1
5373.0,1085.0,155.0,EV,SYR,ATL,2,1
3941.0,460.0,119.0,9E,JAX,MEM,1,1
3899.0,1035.0,47.0,9E,DTW,LAN,5,1
4537.0,435.0,100.0,OO,DEN,SLC,3,1
649.0,500.0,150.0,FL,BWI,PBI,4,1
1546.0,1185.0,100.0,WN,BWI,DTW,4,1
1069.0,1300.0,120.0,AA,DFW,DEN,4,1
6355.0,790.0,70.0,OO,LAS,LAX,5,1
1509.0,780.0,165.0,CO,DEN,CLE,5,1
3063.0,850.0,65.0,WN,LIT,DAL,6,1
304.0,1170.0,60.0,WN,HOU,HRL,6,1
6975.0,832.0,83.0,OO,DSM,ORD,7,1
317.0,1050.0,91.0,AS,PSP,SFO,2,1
251.0,643.0,227.0,CO,AUS,EWR,3,1
4229.0,515.0,115.0,9E,JFK,DCA,4,1
4484.0,1180.0,75.0,OO,LAS,LAX,4,1
2203.0,505.0,282.0,DL,ATL,LAS,1,1
498.0,1075.0,154.0,AS,SEA,SAN,5,1
3986.0,825.0,106.0,9E,MSP,IND,1,1
2406.0,959.0,59.0,XE,DAL,IAH,4,1
4370.0,1092.0,82.0,9E,SAV,ATL,4,1
934.0,420.0,341.0,UA,HNL,LAX,4,1
2010.0,755.0,210.0,WN,FLL,MCI,3,1
6756.0,1235.0,79.0,OO,BUR,SFO,2,1
1760.0,1080.0,75.0,WN,STL,CMH,3,1
6274.0,575.0,123.0,OH,IND,MSP,1,1
4781.0,870.0,178.0,OO,SLC,AUS,3,1
6398.0,1175.0,92.0,OO,SFO,BOI,7,1
293.0,871.0,149.0,B6,SEA,LGB,7,1
2131.0,990.0,180.0,WN,FLL,HOU,5,1
3771.0,710.0,75.0,WN,MDW,PIT,5,1
325.0,855.0,97.0,CO,EWR,CLE,5,1
1991.0,590.0,100.0,DL,ATL,TPA,2,1
687.0,1105.0,80.0,WN,LAS,SJC,2,1
3751.0,1125.0,215.0,MQ,ORD,SLC,6,1
1951.0,1045.0,130.0,AA,BHM,DFW,3,1
4070.0,925.0,71.0,9E,MSP,GRB,7,1
2386.0,610.0,140.0,XE,IAH,GSO,5,1
1973.0,1165.0,195.0,AA,MIA,DFW,3,1
4682.0,730.0,44.0,OO,SAN,LAX,5,1
2199.0,1145.0,121.0,DL,MEM,MCO,4,1
6271.0,1065.0,109.0,OH,CLT,CVG,1,1
2641.0,516.0,202.0,XE,EWR,MCI,7,1
719.0,905.0,70.0,WN,BUF,BWI,5,1
4123.0,1255.0,55.0,MQ,ORD,CMI,7,1
6547.0,637.0,88.0,OO,PSP,SFO,4,1
6837.0,1088.0,122.0,OO,OKC,ORD,5,1
5372.0,1185.0,164.0,EV,DCA,JAN,3,1
42.0,990.0,55.0,WN,HOU,DAL,3,1
2125.0,750.0,127.0,DL,BWI,ATL,7,1
592.0,900.0,305.0,DL,ATL,LAX,7,1
4837.0,895.0,86.0,OO,BIS,MSP,6,1
3722.0,1164.0,106.0,9E,ATL,FWA,3,1
301.0,985.0,278.0,US,CLT,PHX,1,1
187.0,795.0,115.0,WN,PHX,RNO,3,1
3692.0,730.0,140.0,MQ,MIA,RIC,7,1
1293.0,790.0,145.0,WN,MCO,PHL,6,1
2305.0,473.0,73.0,XE,IAH,DFW,2,1
4844.0,1195.0,98.0,OO,SLC,RAP,2,1
519.0,940.0,285.0,WN,BNA,LAX,3,1
519.0,1020.0,260.0,AA,ORD,LAX,6,1
2944.0,965.0,94.0,XE,IAH,MEM,3,1
5406.0,959.0,93.0,EV,CVG,DCA,1,1
411.0,815.0,200.0,AA,DFW,SNA,4,1
5245.0,665.0,72.0,EV,ATL,SAV,1,1
524.0,885.0,155.0,AA,DFW,DTW,4,1
4512.0,1005.0,122.0,OO,SLC,SFO,3,1
897.0,573.0,107.0,UA,BOS,IAD,3,1
